"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Job opportunity! 🤩🏓👀
Visit https://t.co/p48rltbr6C and contact  ASD Il Circolo Etneo, a club from #Italy 🇮🇹, curren… https://t.co/jHMeR6x0fH",FALSE,0,NA,2021-03-10 08:14:46,TRUE,NA,"1369562358016802817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TTTransfers",0,FALSE,FALSE,NA,NA
"2","i want to visit mexico and italy some day. they have 3 ""Cs"" that i enjoy: culture, church, and cuisine.",FALSE,1,NA,2021-03-10 08:07:27,FALSE,NA,"1369560517161979905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","giidoraaa",0,FALSE,FALSE,NA,NA
"3","📰  Cymru select Gareth Davies and Cory Hill to face Italy. 

🏴󠁧󠁢󠁷󠁬󠁳󠁿 For more Welsh news visit:… https://t.co/RovFaUxsNY",FALSE,0,NA,2021-03-10 08:00:00,TRUE,NA,"1369558642509418496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GwaliaMedia",0,FALSE,FALSE,NA,NA
"4","putting this into the universe I’ll visit Italy before I’m 25 💛",FALSE,0,NA,2021-03-10 07:24:48,FALSE,NA,"1369549787314462720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gtz__maria",0,FALSE,FALSE,NA,NA
"5","[AD] The best places to visit in Tuscany with kids - and where to stay #tuscany #italywithkids… https://t.co/riDfkXcm3N",FALSE,0,NA,2021-03-10 07:14:16,TRUE,NA,"1369547134773628929",NA,"<a href=""https://missinglettr.com"" rel=""nofollow"">Missinglettr</a>","Mummytravels",0,FALSE,FALSE,NA,NA
"6","RT @SWTigray: 24 HRS GLOBAL TWITTER CAMPAIGN TO CALL FOR #GERMANY &amp;  #ITALY TO #DefundTigrayGenocide.
STARTS TONIGHT AT 12AM EST. 
@Tigrayu…",FALSE,0,NA,2021-03-10 07:11:49,FALSE,NA,"1369546518189940737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LGerezgher",110,TRUE,FALSE,NA,NA
"7","@LutGielen1 @nettyroyal If she handed in her passport how was she able to fly to NY for baby shower, visit her moth… https://t.co/qlCQYfjcRz",FALSE,0,"LutGielen1",2021-03-10 07:05:40,TRUE,"1369400591349342225","1369544969158094850","403685010","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarolCochrane17",0,FALSE,FALSE,NA,NA
"8","RT @DepttTourism: Ambassador of Italy H.E. Andreas Ferrarese Visited Lahore along with his team. Advisor to Chief Minister Punjab for Touri…",FALSE,0,NA,2021-03-10 06:48:46,FALSE,NA,"1369540717526257665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asif_mehmoodpti",3,TRUE,FALSE,NA,NA
"9","@KhaOmm My sis lives in italy, hope to visit it someday.",FALSE,1,"KhaOmm",2021-03-10 06:34:41,FALSE,"1369536154203271169","1369537175126151168","1414913768","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","art1ista",0,FALSE,FALSE,NA,NA
"10","RT @ITSforItaly: ITS Italy, don't just visit, BELONG!
Register your interest and start your journey to own a property in one of the many am…",FALSE,0,NA,2021-03-10 05:13:00,FALSE,NA,"1369516618322243584",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DiabolMark",10,TRUE,FALSE,NA,NA
"11","On the #move Walking along the long #street towards the #iconic #Colosseum, the symbol of #EternalCity of #Italy… https://t.co/94KrlDgbGg",FALSE,0,NA,2021-03-10 05:00:05,TRUE,NA,"1369513364934787075",NA,"<a href=""http://www.mohammedali.tv"" rel=""nofollow"">FTATMA</a>","mohammedalitv",0,FALSE,FALSE,NA,NA
"12","@chibisilverwing I can't wait to be able to hug and kiss my nephew without fear.  I might actually look into travel… https://t.co/33zioQtdMg",FALSE,1,"chibisilverwing",2021-03-10 04:58:04,TRUE,"1369414259025850372","1369512858028027904","289474586","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmmaWolfe227",0,FALSE,FALSE,NA,NA
"13","@Philipspussycat me too! i hope he and jo get to visit adam in italy if they’re not already there with him!",FALSE,1,"Philipspussycat",2021-03-10 04:39:29,FALSE,"1369503277025476610","1369508182607990785","162755345","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","butterflyclyde",0,FALSE,FALSE,NA,NA
"14","#Rome - Visit The Ancient Catacombs #travel #italy #tourism #FrizeMedia https://t.co/hcFtpYBdPr @Charlesfrize… https://t.co/HfPuM9Tkq9",FALSE,0,NA,2021-03-10 04:34:20,TRUE,NA,"1369506888119967745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Charlesfrize",0,FALSE,FALSE,NA,NA
"15","@gloryboypeter Guatemala &amp; Spain are a must cause those my parents countries but besides that I wanna visit Columbia &amp; Italy for the art",FALSE,0,"gloryboypeter",2021-03-10 03:11:27,FALSE,"1369483341070753794","1369486025731538944","949664167992184832","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KKLOPZZ",0,FALSE,FALSE,NA,NA
"16","RT @Walks: #TravelInspiration: The Best Spots to Visit in #Italy, According to T+L Editors https://t.co/MEKcVIg5Y5 via @TravelLeisure https…",FALSE,0,NA,2021-03-10 02:50:31,FALSE,NA,"1369480760927850505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","silviamorani",1,TRUE,FALSE,NA,NA
"17","@NiobiumEmpress Naples,Italy,1996 a the last port visit on my Deployment on the USS Enterprise. 

She asked me for a cigarette.",FALSE,2,"NiobiumEmpress",2021-03-10 02:47:56,FALSE,"1369407638883233792","1369480111473451010","767739536252215297","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReallyChristyn",0,FALSE,FALSE,NA,NA
"18","RT @jontreeguy: Random evening images from BC, Alberta and Italy. CLICK FOR FULL VIEW. CANADIAN AMATEUR AND PROFESSIONAL PHOTOGRAPHERS – HE…",FALSE,0,NA,2021-03-10 02:42:34,FALSE,NA,"1369478758726574080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Haozgraffiti",39,TRUE,FALSE,NA,NA
"19","@sputnikvaccine Like this you avoid the necessity that EMA visit your sites in Russia 😂😅 or paradoxically Sputnik V… https://t.co/gzsuwpgqXQ",FALSE,1,"sputnikvaccine",2021-03-10 02:14:11,TRUE,"1369400833117413376","1369471616997072901","1293113010941296640","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yuit99",0,FALSE,FALSE,NA,NA
"20","RT @heisTactic: 8. Looking for another reason to visit Italy, then check out the Grotta Palazzese hotel restaurant, an exotic restaurant si…",FALSE,0,NA,2021-03-10 02:13:51,FALSE,NA,"1369471531735252994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Is_Nicky_",41,TRUE,FALSE,NA,NA
"21","No one understand Jewish Thinking Ahead untill they visit Italy. And if they're especially autistic, they need the genetic certificate!",FALSE,0,NA,2021-03-10 01:57:22,FALSE,NA,"1369467385485402114",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TiberiusFerox",0,FALSE,FALSE,NA,NA
"22","Did you know that Italy is one of most popular country to visit by baby boomers? Read Traveling Boomers – First Sto… https://t.co/RnxC3FTXia",FALSE,0,NA,2021-03-10 01:49:00,TRUE,NA,"1369465277478367234",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","JoannesBooks",0,FALSE,FALSE,NA,NA
"23","RT @SWTigray: 24 HRS GLOBAL TWITTER CAMPAIGN TO CALL FOR #GERMANY &amp;  #ITALY TO #DefundTigrayGenocide.
STARTS TONIGHT AT 12AM EST. 
@Tigrayu…",FALSE,0,NA,2021-03-10 01:32:18,FALSE,NA,"1369461075557646340",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zzcoco11",110,TRUE,FALSE,NA,NA
"24","As long as I get to go back to France and visit Italy &amp; Greece I’ll die happy 🥰",FALSE,0,NA,2021-03-10 01:31:34,FALSE,NA,"1369460892669272066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gxlaxycliff0rd",0,FALSE,FALSE,NA,NA
"25","@Coppellisd What a beautiful &amp; inspirational story for graduating seniors! How much I miss my very best friend from… https://t.co/SIlfafyuRW",FALSE,0,"Coppellisd",2021-03-10 01:28:09,TRUE,"1369425447612735490","1369460030509047808","55345974","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OIS6Gerngross",0,FALSE,FALSE,NA,NA
"26","RT @thinkgeoenergy: Definitely a destination to visit, the Biancane Natural Park in the Tuscany Geothermal Areas in Italy has won the @Trip…",FALSE,0,NA,2021-03-10 01:21:23,FALSE,NA,"1369458328128999424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mr_PhiSlamaJama",1,TRUE,FALSE,NA,NA
"27","Definitely a destination to visit, the Biancane Natural Park in the Tuscany Geothermal Areas in Italy has won the… https://t.co/EFtyG7JHsL",FALSE,0,NA,2021-03-10 01:15:00,TRUE,NA,"1369456721123450880",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","thinkgeoenergy",1,FALSE,FALSE,NA,NA
"28","Yeah but we have Bitcoin, with Bitcoin you can travel between places with the blockchain. Want to visit the beautif… https://t.co/FSALQ6vgGI",FALSE,6,NA,2021-03-10 01:10:45,TRUE,NA,"1369455653417271296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","interpretantion",0,FALSE,FALSE,NA,NA
"29","RT @taeyonglyone: ten’s idea of proposing is to visit a nice place like france/italy and surprise you by bringing you to a rented gallery f…",FALSE,0,NA,2021-03-10 01:06:47,FALSE,NA,"1369454652358541312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toolazytoscream",6,TRUE,FALSE,NA,NA
"30","RT @ITSforItaly: ITS Italy, don't just visit, BELONG!
Register your interest and start your journey to own a property in one of the many am…",FALSE,0,NA,2021-03-10 00:54:18,FALSE,NA,"1369451511487594496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","federlor111",10,TRUE,FALSE,NA,NA
"31","More tourists visit France and Italy. Both republics https://t.co/sinNqGc1I2",FALSE,0,NA,2021-03-10 00:44:23,FALSE,NA,"1369449018749812744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crane800",0,FALSE,FALSE,NA,NA
"32","THE HUMAN CHESS GAME IN MAROSTICA TOUR # https://t.co/MdWJoHLwSs
Country: Italy
Duration:6 Day(s) - 5 Night(s)
Morn… https://t.co/nlbj2mhu3W",FALSE,0,NA,2021-03-10 00:30:06,TRUE,NA,"1369445422033477642",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","tourismcampaign",0,FALSE,FALSE,NA,NA
"33","A list of countries my 8-year-old informs me he’d like to visit before he’s 15, with the reason he gave for each:… https://t.co/PLEeISoHIC",FALSE,7,NA,2021-03-10 00:18:23,TRUE,NA,"1369442472707977221",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachelisblue",0,FALSE,FALSE,NA,NA
"34","@TheHorrorOfChr1 you're so cool. I trust you and love you, even though you eat strange things 😂❤️
I hope one day yo… https://t.co/3Uc9Zx8nYp",FALSE,1,"DeviStareCalmo",2021-03-10 00:16:13,TRUE,"1369411352893210629","1369441927683313673","100535506","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DeviStareCalmo",0,FALSE,FALSE,NA,NA
"35","@kutiekittenxo When you wanna come to visit Italy I'll be you personal guide 😁",FALSE,0,"kutiekittenxo",2021-03-09 23:48:34,FALSE,"1369417976898850822","1369434969995624457","466936562","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabriele_capell",0,FALSE,FALSE,NA,NA
"36","As an engineer, I loved our visit to Castello di Monsanto near Poggibonsi, Italy where the employees hand-built the… https://t.co/8oCB0pXDNI",FALSE,7,NA,2021-03-09 23:30:11,TRUE,NA,"1369430343611252746",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MichaelSHickman",0,FALSE,FALSE,NA,NA
"37","@MichaelaOkla I want to go to Italy as well, visit where my maternal family comes from. Plus good food, good alcohol, and beautiful cars.",FALSE,0,"MichaelaOkla",2021-03-09 23:19:46,FALSE,"1369427369350545409","1369427724285120512","739710289453555713","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fbodyfanatic96",0,FALSE,FALSE,NA,NA
"38","Vatican Middle East visit always how about isreal posh enough for your headquarters same no Church of England no ch… https://t.co/rCC3csPqh5",FALSE,0,NA,2021-03-09 23:14:06,TRUE,NA,"1369426294623133707",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BernieMOON7",0,FALSE,FALSE,NA,NA
"39","@r0wdy_ The last guy I dated lived in Italy so in that case, excuse to visit Italy. And the accent.",FALSE,1,"r0wdy_",2021-03-09 23:02:19,FALSE,"1369102001351499780","1369423331276034054","2185274887","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jillians2cents",0,FALSE,FALSE,NA,NA
"40","@a_dutchman_ @dainserk @chloemnzz @notreallykraut I mean it also was no problem for us except that I got rather dru… https://t.co/dl6TPb3RZJ",FALSE,2,"a_dutchman_",2021-03-09 22:57:13,TRUE,"1369421609950404617","1369422048448180227","267168312","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ryanlaender",0,FALSE,FALSE,NA,NA
"41","@delilahc401 @Oprah Like attending a baby shower in New York, later a trip to see Serena Williams play in US Open,… https://t.co/Df7n4J25xP",FALSE,7,"delilahc401",2021-03-09 22:50:53,TRUE,"1369379499079589897","1369420454092496901","1203333494077710336","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","panto12",0,FALSE,FALSE,NA,NA
"42","Everyone in Turin deserve prison time. I will never visit the country of Italy ever in my life",FALSE,0,NA,2021-03-09 22:44:55,FALSE,NA,"1369418953982947342",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jowadabe10",0,FALSE,FALSE,NA,NA
"43","@montydipped https://t.co/43X1uGavdv
the original ones are in the italy section but if you visit italy every place… https://t.co/E0am5K64Gj",FALSE,1,"montydipped",2021-03-09 22:43:17,TRUE,"1369416875738796035","1369418543024979970","1267752595118055424","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wanderingann",0,FALSE,FALSE,NA,NA
"44","@vengenz_v nice to meet you 💜 omg i've always wanted to visit norway, i'm from italy! and i too love taekook's bond… https://t.co/8IGha92noO",FALSE,1,"vengenz_v",2021-03-09 22:31:51,TRUE,"1369356259271577607","1369415665216614402","171023639","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goldencfrush",0,FALSE,FALSE,NA,NA
"45","@vijisathy @nyuniversity @AAUniversities Knishes, bagels, half sour pickles in barrels, real NY style pizza, Little… https://t.co/HOPhZRuSnf",FALSE,2,"vijisathy",2021-03-09 22:26:38,TRUE,"1369350796106752000","1369414353322184707","62673705","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrMrsKellyHogan",0,FALSE,FALSE,NA,NA
"46","RT @Deeva4dlord: Italy is a dream,I'll love to visit https://t.co/sL1O10cEeN",FALSE,0,NA,2021-03-09 22:16:13,FALSE,NA,"1369411727838875650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deeva4dlord",2305,TRUE,FALSE,NA,NA
"47","@Irina_Vukolova
😃 After the wedding, we will decide together, which places to visit, in Italy and in the world, My… https://t.co/B4Z7nRjXvH",FALSE,0,"Irina_Vukolova",2021-03-09 22:02:17,TRUE,NA,"1369408222193459200","215411023","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IvanGagliolo",0,FALSE,FALSE,NA,NA
"48","RT @JamesAlmas: During my last visit to #beautiful #Italy I captured this #photo of these newlyweds enjoying an early morning stroll along…",FALSE,0,NA,2021-03-09 21:56:24,FALSE,NA,"1369406742870757377",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","minoo34889234",65,TRUE,FALSE,NA,NA
"49","the 1/4 Italian in me vanishing when i visit Italy &amp; get called a p4ki https://t.co/Of2k9IanKM",FALSE,10,NA,2021-03-09 21:56:21,FALSE,NA,"1369406730828976138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aishramen",0,FALSE,FALSE,NA,NA
"50","Romantic dinner in Ravello 🇮🇹
.
📍#Ravello #Italy // Video by italian_places — visit villacimbrone to book https://t.co/5qfuWPbesW",FALSE,0,NA,2021-03-09 21:50:17,FALSE,NA,"1369405202336538629",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LXCarsPlaces",0,FALSE,FALSE,NA,NA
"51","booking a ticket to france and italy so I can visit my family 🤪",FALSE,0,NA,2021-03-09 21:35:09,FALSE,NA,"1369401393333891072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uhhhliiisaaaa",0,FALSE,FALSE,NA,NA
"52","@kim21again @GiulioMBerruti Couldn’t agree more ☀️ I wish we could be sat in the sunshine in Italy! I can’t wait fo… https://t.co/kgWGE2dNU6",FALSE,1,"kim21again",2021-03-09 21:22:24,TRUE,"1369397056394190849","1369398185978961927","1627453824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ha69757014",0,FALSE,FALSE,NA,NA
"53","RT @QPT8592: I got ""Naples""! Eat All The Italian Food And We'll Tell You Which Italian City To Visit https://t.co/xI8qEPGO3G",FALSE,0,NA,2021-03-09 21:21:15,FALSE,NA,"1369397896475512840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","QPT8592",1,TRUE,FALSE,NA,NA
"54","@holtzybxby @Unnennu These people are traveling all over Italy, one visit from one person can't be that bad..",FALSE,0,"holtzybxby",2021-03-09 21:15:08,FALSE,"1369395874527318016","1369396358537416709","4621735642","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShazMphahlele",0,FALSE,FALSE,NA,NA
"55","RT @CarbonCraftLtd: Best countries to visit with your kids 🏖 

👉🏻https://t.co/862NjXCGut
-

#Travel #Travelling #ideas #Happiness #travelli…",FALSE,0,NA,2021-03-09 21:00:28,FALSE,NA,"1369392665922519052",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarbonCraftLtd",3,TRUE,FALSE,NA,NA
"56","RT @30STMandmore: Throwback to this 2016 Snapchat from Jared’s visit in Italy accompanied by his hosts Lallo and Vanni 😄 #jaredleto https:/…",FALSE,0,NA,2021-03-09 20:58:45,FALSE,NA,"1369392235473670144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jennife89083961",7,TRUE,FALSE,NA,NA
"57","RT @thatsitaly_: #Sanremo is one of the most beautiful towns in #Italy, it is called ""the city of flowers"". 💐💐
You must absolutely visit th…",FALSE,0,NA,2021-03-09 20:47:49,FALSE,NA,"1369389484341624841",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ludomastroo",6,TRUE,FALSE,NA,NA
"58","@MetaErmal I am crossing everything that it will be possible for international tourists to be able to visit Italy i… https://t.co/6JuXwe9gkz",FALSE,2,"MetaErmal",2021-03-09 20:47:05,TRUE,"1369387312312909826","1369389298240356356","1224179072","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DonnaSluggett",0,FALSE,FALSE,NA,NA
"59","RT @thatsitaly_: From here you can have one of the best view of #Firenze!
You can't miss Piazzale Michelangelo if you visit this city and #…",FALSE,0,NA,2021-03-09 20:44:38,FALSE,NA,"1369388682449412096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ludomastroo",6,TRUE,FALSE,NA,NA
"60","@marceelias you have a place to stay and a guide to Italy if you and yours ever visit. You Rock! Thank you for all… https://t.co/S7SD9YXDZi",FALSE,0,"marceelias",2021-03-09 20:40:00,TRUE,NA,"1369387514461642754","23281108","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","genryan",0,FALSE,FALSE,NA,NA
"61","RT @aspiringwinos: 🚓🚓 FREE WINE 🚓🚓 https://t.co/eWIJas9bAW",FALSE,0,NA,2021-03-09 20:30:45,FALSE,NA,"1369385186320936962",NA,"<a href=""https://smarterqueue.com"" rel=""nofollow"">SmarterQueue</a>","aspiringwinos",1,TRUE,FALSE,NA,NA
"62","RT @Hidden_Fashion: I  wanna visit Italy for the Culture but mainly for the food😍 https://t.co/JrMuAaofwu",FALSE,0,NA,2021-03-09 20:27:22,FALSE,NA,"1369384337867739136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roxyatess",3,TRUE,FALSE,NA,NA
"63","RT @Hidden_Fashion: I  wanna visit Italy for the Culture but mainly for the food😍 https://t.co/JrMuAaofwu",FALSE,0,NA,2021-03-09 20:22:59,FALSE,NA,"1369383233452994580",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiobhanChick7",3,TRUE,FALSE,NA,NA
"64","RT @AndriannaDafnis: Over Eid vacation, I did blind taste tests with my family of different olive oils from #Saudi, Italy, Spain, Tunisia,…",FALSE,0,NA,2021-03-09 20:20:07,FALSE,NA,"1369382510463946759",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","faris201473",2476,TRUE,FALSE,NA,NA
"65","Fashion capital Milan gives way to the jagged, sun-drenched coastline of the villages of Cinque Terre, as refined e… https://t.co/LIFidXGopZ",FALSE,3,NA,2021-03-09 20:14:09,TRUE,NA,"1369381011155517444",NA,"<a href=""https://twetler.com"" rel=""nofollow"">Twetler Manager</a>","ItalyTravel",0,FALSE,FALSE,NA,NA
"66","@RicBebop This is so amazing! I can't wait to see where else your digging takes you! (And can't wait until you can come visit Italy again!)",FALSE,2,"RicBebop",2021-03-09 19:52:22,FALSE,"1369335101662916618","1369375530622070785","43679357","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","qkatie",0,FALSE,FALSE,NA,NA
"67","I got ""Naples""! Eat All The Italian Food And We'll Tell You Which Italian City To Visit https://t.co/xI8qEPGO3G",FALSE,1,NA,2021-03-09 19:32:09,FALSE,NA,"1369370442981638151",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","QPT8592",1,FALSE,FALSE,NA,NA
"68","@TammieCagle3 No, you are born in the right time and can still have Beauty &amp; Grace. Just appreciate all the things… https://t.co/a6SVJ6Lt71",FALSE,1,"TammieCagle3",2021-03-09 19:30:32,TRUE,"1369339031146860549","1369370033026179072","1358579958617165839","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JWalkerLoveSTEM",0,FALSE,FALSE,NA,NA
"69","@ColmFlynn1 beautiful italy my dream to visit it one day 😭😭😭",FALSE,1,"ColmFlynn1",2021-03-09 19:28:38,FALSE,"1369355348470038538","1369369555332694029","46067518","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maany105624504",0,FALSE,FALSE,NA,NA
"70","RT @Gerbera4U: I am loving writing my review for Chasing the Italian Dream by @jo_thomas01 and so much enjoying being back in Italy! A visi…",FALSE,0,NA,2021-03-09 19:21:00,FALSE,NA,"1369367634882539526",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahsansom76",3,TRUE,FALSE,NA,NA
"71","RT @Hidden_Fashion: I  wanna visit Italy for the Culture but mainly for the food😍 https://t.co/JrMuAaofwu",FALSE,0,NA,2021-03-09 19:09:16,FALSE,NA,"1369364681589223429",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blondekty",3,TRUE,FALSE,NA,NA
"72","i NEED to visit italy",FALSE,1,NA,2021-03-09 19:09:10,FALSE,NA,"1369364656557592583",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","albarxaluni",0,FALSE,FALSE,NA,NA
"73","Like what you saw in the ancient process that gives mozzarella it’s name? You have a chance to do it too! Sign up f… https://t.co/vVlzuIpBBf",FALSE,0,NA,2021-03-09 19:08:34,TRUE,NA,"1369364506468642820",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigMozzNYC",0,FALSE,FALSE,NA,NA
"74","I  wanna visit Italy for the Culture but mainly for the food😍 https://t.co/JrMuAaofwu",FALSE,3,NA,2021-03-09 19:05:05,FALSE,NA,"1369363628554653699",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Hidden_Fashion",3,FALSE,FALSE,NA,NA
"75","RT @dunahem: @alialzanaty1 @IATA @WTTC @UNWTO @A4Europe @eraaorg @AirlinesDotOrg @ArabAirCarriers @AAPAirlines @ALTA_aero @AfricanAirlines…",FALSE,0,NA,2021-03-09 19:01:55,FALSE,NA,"1369362831230070794",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","alialzanaty1",1,TRUE,FALSE,NA,NA
"76","Santa Maria dell’Isola in #Tropea, adds to the intrigue of this popular Calabrian seaside town. It's worth a visit,… https://t.co/XzYxMg83sJ",FALSE,0,NA,2021-03-09 19:00:01,TRUE,NA,"1369362355029762050",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Calabrisella",0,FALSE,FALSE,NA,NA
"77","@kentewest Send em I wanna see. &amp; u gotta send me a list of ur top places so I can visit. I was planning France, It… https://t.co/UzjIjfnZl6",FALSE,1,"kentewest",2021-03-09 18:55:16,TRUE,"1369360126440837126","1369361160097697798","214486475","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","celestialserry",0,FALSE,FALSE,NA,NA
"78","@TheTravelCamel @BradtGuides A5: hopefully going to visit the Dolomites (Italy) later this year (no picture because… https://t.co/szoxNhlh6z",FALSE,2,"TheTravelCamel",2021-03-09 18:51:56,TRUE,"1369359329346940928","1369360320809025536","575300641","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PlaneTicketAway",0,FALSE,FALSE,NA,NA
"79","@ire_wexforddd @trad_revival Sameeee Really want to visit Italy/Scotland/Ireland 😭 ohhhhh Naz , you need to visit S… https://t.co/8E9ZcKCwFD",FALSE,1,"ire_wexforddd",2021-03-09 18:48:27,TRUE,"1369359105677213698","1369359445088669699","1353767137224097793","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zjadoon9",0,FALSE,FALSE,NA,NA
